WORK_OF_ART,superiority
WORK_OF_ART,crowd.gotta
WORK_OF_ART,no america
MONEY,weinergate
LOC,europe
LOC,europe
WORK_OF_ART,bible
WORK_OF_ART,bible
MONEY,$5.6 million
FAC,sharia law
PRODUCT,agenda 21
WORK_OF_ART,trump vs hillary: smack down raw
QUANTITY,10 feet
QUANTITY,10 feet
LOC,bonus
FAC,the trump train
WORK_OF_ART,2020
MONEY,1
FAC,trump tower
WORK_OF_ART,closet
EVENT,hahahaha hugo peña
QUANTITY,a ton
QUANTITY,90mph
PRODUCT,veterans
MONEY,million dollars
LOC,
MONEY,dicksout
MONEY,only $250k
LOC,asia
MONEY,0
PRODUCT,kaitlyn stier
WORK_OF_ART,bible
FAC,mosques
WORK_OF_ART,bible
WORK_OF_ART,bible
FAC,sharia
LOC,γιώργος με.
WORK_OF_ART,a sec of state
PRODUCT,cole
PRODUCT,nasty nasty
LOC,europe
LAW,first amendment
QUANTITY,a mile
PRODUCT,super mario
PRODUCT,9000
QUANTITY,10 feet
LOC,јекић лептејебо
LOC,the austria prince
MONEY,highenergy
PRODUCT,no st8
LOC,kek
FAC,le pepen
MONEY,notallrussianswantww3
WORK_OF_ART,batman
PRODUCT,cooked
WORK_OF_ART,we love our bitches or
WORK_OF_ART,a punk bitch (diss track
LOC,europe
LOC,disdainus maximus
LOC,jupiter
LOC,mars
LOC,mason quade
MONEY,100
MONEY,2
MONEY,fred2016
MONEY,endapacheophobianow
PRODUCT,the global cartel
MONEY,5000
LANGUAGE,english
MONEY,yoquierotacowall
PRODUCT,polygraph
WORK_OF_ART,ma
MONEY,forkhillary
MONEY,happybiglybirthday
FAC,auschwitz
MONEY,#feeltheburn
LOC,sorin toma
FAC,the stall/burn
FAC,fuck
LAW,the second amendment
MONEY,#trumpnado #trumptrain #
MONEY,trump2016
MONEY,$$$$
LOC,europe
MONEY,votolatino
MONEY,#neverhillary #
MONEY,trump2016
LAW,sharia
FAC,licht
QUANTITY,70 degrees
QUANTITY,81 degrees
FAC,berwyn city hall
WORK_OF_ART,the right side
WORK_OF_ART,the  only way out
FAC,the white house
FAC,stick
WORK_OF_ART,fake news
QUANTITY,50+ articles
MONEY,pizzagate
LOC,arctic
LOC,earth
LOC,earth
LOC,europe
EVENT,mexican-american war
EVENT,the drug war
WORK_OF_ART,we love
FAC,the white house
FAC,lgbtq
WORK_OF_ART,come and see
QUANTITY,gallon
FAC,the white house
PRODUCT,martin
FAC,virginia tech
LOC,newtown
QUANTITY,tens of thousands of pounds
WORK_OF_ART,friedrich trumpf
QUANTITY,ten feet
MONEY,votetrump
QUANTITY,10 feet
LANGUAGE,lula
PRODUCT,the trump train the
PRODUCT,trumpocalypse
LANGUAGE,"
MONEY,a billion dollar
WORK_OF_ART,threatening angry man
LOC,the red planet
LOC,make america
WORK_OF_ART,tell putin that i don't want to commit to a meeting until i know how i'll feel
LOC,chaotic good
MONEY,hundreds of millions of dollars
LOC,europe
LOC,europe
MONEY,a million dollars
QUANTITY,5 inch
LOC,north
PRODUCT,google
MONEY,hillaryissick
MONEY,hillaryisweak
MONEY,#nyt #mediawhores #
MONEY,hillary4prison
WORK_OF_ART,the alt right is
MONEY,7luminati
LOC,silicon valley
LAW,order
MONEY,dealwithit
LOC,europe
FAC,outback steakhouse
MONEY,50 million dollars
LAW,constitution
MONEY,1 500
WORK_OF_ART,koran
WORK_OF_ART,the great dictator
MONEY,multibillion dollar
EVENT,new year's
LOC,becuz vagina
MONEY,brexit
LOC,europe
MONEY,0
LOC,south america
MONEY,10
WORK_OF_ART,batman
WORK_OF_ART,batman
EVENT,thai tristran mcgrath 
QUANTITY,100ft
LAW,screams
MONEY,60-80 extra pounds
EVENT,independence day
WORK_OF_ART,love
FAC,capitol
LOC,nyc
MONEY,multiple billions of dollars
LOC,tumblr
MONEY,25
MONEY,maga
FAC,stick
PRODUCT,cole
LOC,the middle east
WORK_OF_ART,the shit
EVENT,katrina
MONEY,atan#1
WORK_OF_ART,"
QUANTITY,6 feet
EVENT,world war iii & holocaust
LOC,europe
MONEY,brexit
WORK_OF_ART,the need of an extra clerk
QUANTITY,10 feet
PRODUCT,al im
PRODUCT,micci pietro
MONEY,40k
MONEY,#asianamericansstandwithtrump #
MONEY,dicksoutfortrumpambe
MONEY,maga
EVENT,the trump train
FAC,guantanamo
LOC,europe
MONEY,15
MONEY,15
MONEY,15
MONEY,15
MONEY,#currentyear #
MONEY,12 000
MONEY,daddytrump
EVENT,cold war
MONEY,1
LOC,maximus decimus
LOC,γιώργος με.
WORK_OF_ART,alt right
FAC,the alt-right
WORK_OF_ART,hahahaha
MONEY,20 thousand dollar
LAW,the
LAW,constitution
WORK_OF_ART,grab
MONEY,41
LOC,latin america
LANGUAGE,spanish
LANGUAGE,latin
MONEY,#makeamericagreatagain #
MONEY,#vote4trump
WORK_OF_ART,sieg hiel!
LOC,kek
LOC,europa
LOC,jupiter
MONEY,a million dollars
MONEY,a million dollars
MONEY,five billion dollar
FAC,the white house
PRODUCT,cherokee
LOC,make america
WORK_OF_ART,same thing people said about trump
EVENT,hailey summer
LAW,the "jewish question"
WORK_OF_ART,fench
MONEY,$25 billion
FAC,the great wall of china
LOC,europe
EVENT,prohibition
EVENT,liturgy of war 8:2
LANGUAGE,english
PRODUCT,classic
FAC,the dark side
WORK_OF_ART,hunker
QUANTITY,ten feet
MONEY,$$$
FAC,this white house
PRODUCT,my final solution" pence
WORK_OF_ART,apologize
PRODUCT,tesla
MONEY,between hundreds of millions
FAC,ali ethan marguerite angus
QUANTITY,a few thousand feet
EVENT,black friday
FAC,mir
MONEY,$7 million
MONEY,around $2 million dollars
MONEY,thousands of dollars
LOC,europe
MONEY,a million dollars
WORK_OF_ART,kkkkkkkkkk
MONEY,100 000 dollars
LOC,greater good
FAC,barrack hussein
WORK_OF_ART,holidays
LOC,europe
LANGUAGE,french
PRODUCT,michaela poetker
MONEY,2.30
MONEY,2.30
WORK_OF_ART,harry potter
LOC,earth
FAC,trump tower
MONEY,#messi
MONEY,#fcbarcelona
WORK_OF_ART,batman
MONEY,a million dollars
MONEY,safetypin
PRODUCT,coke zero
QUANTITY,ten feet
WORK_OF_ART,looks like trumpaclaus
LOC,africa
WORK_OF_ART,koran
WORK_OF_ART,koran
QUANTITY,500 yards
LANGUAGE,english
MONEY,$113 billion
LOC,south america
LAW,the firearms act
LOC,africa
LOC,tristan
LANGUAGE,english
MONEY,$1 million dollars
MONEY,$4 billion
MONEY,1000
MONEY,20
LOC,hahah usa
MONEY,relatable
PRODUCT,progress
MONEY,1988
FAC,shupkovich
LOC,europe
LOC,the "great" u.s of a.
WORK_OF_ART,the wall
WORK_OF_ART,lock the bitch up
LOC,europe
MONEY,300-$400k
MONEY,#corrupthillary #
WORK_OF_ART,vercingetorix
MONEY,#41 - thor's
LANGUAGE,latin
LOC,the biggest loser
MONEY,10 dollars
WORK_OF_ART,stranger things
WORK_OF_ART,mum i think i have tads
PRODUCT,essa eleição
LOC,pepe
LOC,south
FAC,stick
LANGUAGE,filipino
LOC,mars
LANGUAGE,english
MONEY,billions and billions of dollars
WORK_OF_ART,bern
EVENT,wwii
LANGUAGE,english
LOC,the middle east
PRODUCT,the meme magic
MONEY,10
EVENT,the cold war
MONEY,buildthewall
MONEY,20$
PRODUCT,aurele hamidoutandja mamadou
MONEY,theshakening
MONEY,0 dollars
PRODUCT,the coal miners
WORK_OF_ART,chy-na
QUANTITY,6 000 000 millions
WORK_OF_ART,tesla
MONEY,only $9
LOC,walmart
WORK_OF_ART,bible
LOC,the christian cruisades
MONEY,lajk lajk lajk
PRODUCT,cole
MONEY,1000
LOC,europe
QUANTITY,thousands of miles
PRODUCT,tracer
LOC,europe
PRODUCT,meredith cole
MONEY,trumpsteaksaretheystillavailable
PRODUCT,detail
WORK_OF_ART,hahahaha
PRODUCT,pinochet 0.5
MONEY,malikobana2021
LOC,tristan khai
WORK_OF_ART,tekiya
LOC,tumblr
FAC,admin
WORK_OF_ART,bible
WORK_OF_ART,new testament
MONEY,500+
WORK_OF_ART,dark hat
FAC,j street
FAC,the fort hood
WORK_OF_ART,the global muslim brotherhood watch
EVENT,the islamic revolution
WORK_OF_ART,the fresh prince of hot air
MONEY,boycottbelair
LOC,europe
PRODUCT,crocked hitlery clinton
MONEY,3 000 000/hour
WORK_OF_ART,the alt-right
LOC,vader
PRODUCT,episode 4
EVENT,vader
PRODUCT,ep 4
MONEY,#thecuckening
LOC,skye
LOC,marina abramovic
WORK_OF_ART,loved this one
LAW,the 1st amendment
LOC,europe
PRODUCT,crooked hillary
WORK_OF_ART,ngh dad
WORK_OF_ART,hahahaha
FAC,the redding airport
FAC,stick
MONEY,10 000
WORK_OF_ART,love trump's hate
MONEY,millions of dollars
LANGUAGE,english
LOC,europe
MONEY,about pence
EVENT,a great meme war
LOC,the middle east
LOC,the middle east
QUANTITY,100 pound
LANGUAGE,french
LOC,europe
PRODUCT,kermit
WORK_OF_ART,will this make america great
LOC,mars
PRODUCT,clint vee
LOC,europe
MONEY,trump2016
MONEY,the 3-4 million
LOC,tristan lake
MONEY,2 cents
MONEY,#rememberthefallen
LOC,jupiter
MONEY,triggered
QUANTITY,100mph
QUANTITY,several tons
LOC,von arkan
LANGUAGE,english
MONEY,neverhillary
WORK_OF_ART,stormfront
EVENT,trojan horse
EVENT,world order
WORK_OF_ART,hahahaha
LOC,drumpf
WORK_OF_ART,intelligent
PRODUCT,burgess meredith
MONEY,pepe
PRODUCT,mustafa pinochet
MONEY,freersbn
WORK_OF_ART,drumpf
EVENT,hugo
PRODUCT,morgan fleagle
LOC,europe
MONEY,billions of dollars
LOC,latin america
LANGUAGE,english
MONEY,17 or 18 dollars
MONEY,4
PRODUCT,as fast
PRODUCT,trident
LOC,west
MONEY,#trumppresident #
MONEY,crookedhillary
PRODUCT,chromebook
MONEY,#killary #
MONEY,#maga #
MONEY,#vote
MONEY,#8thnovember2016 #
MONEY,america
MONEY,a million dollars
FAC,broadway
WORK_OF_ART,the shellegates dahnald
FAC,stefan molynuex
MONEY,10-12 trillion
LOC,earth
MONEY,1
MONEY,2
LOC,phalean
QUANTITY,ten feet
MONEY,#americafirst #
MONEY,draintheswamp
MONEY,300
WORK_OF_ART,washingtonian
WORK_OF_ART,sky
WORK_OF_ART,hacker arrested after bank tampering
MONEY,the tens of millions
LOC,north k
WORK_OF_ART,crooked hilary
QUANTITY,100 feet
WORK_OF_ART,"alt-right"
WORK_OF_ART,a love fest admin
WORK_OF_ART,rngezk
MONEY,100
LOC,mars
WORK_OF_ART,dinge
MONEY,bigleaguetruth
LOC,️☝
QUANTITY,ten feet
LOC,trumpenreich
PRODUCT,cuckles
LOC,europe
LOC,europe
MONEY,2000
PRODUCT,crooked
QUANTITY,65 degrees
LAW,the "hot topic nihilist
FAC,game
MONEY,4thwavefeminism
MONEY,5
LAW,chapter 11
LOC,americas
MONEY,about $13 million
MONEY,about $400
MONEY,#clapsforyeb #
PRODUCT,detail
LOC,spency
PRODUCT,my point
MONEY,100
EVENT,the cold war
LAW,the bill of rights
LOC,europe
LOC,europe
MONEY,21yearoldsbitichsgonnabitchonlitebeer
PRODUCT,trumpforce 1
MONEY,#failing
MONEY,#milo #
WORK_OF_ART,stood the puppeteers
FAC,full
LOC,drumpf
WORK_OF_ART,romans salutes
WORK_OF_ART,salutes
LAW,constitution
WORK_OF_ART,bible
MONEY,$2 to $5 000
EVENT,world war
QUANTITY,200 pound
QUANTITY,80 pounds
QUANTITY,20 pound
EVENT,thanksgiving
MONEY,#killary #
MONEY,#maga #
MONEY,#vote
MONEY,#8thnovember2016 #
MONEY,america
LOC,️
WORK_OF_ART,"the next decade"
MONEY,30k
LAW,the young turks
LAW,constitution
QUANTITY,30 caliber
PRODUCT,jimmy
PRODUCT,halal
EVENT,dylan boyle
MONEY,$6.3 trillion
LOC,europe
WORK_OF_ART,star wars
LOC,same thing
LOC,valls
WORK_OF_ART,together we ride
EVENT,out out out
FAC,ebner nandito noor
FAC,the wall pt 1 another brick
WORK_OF_ART,the wall pt
WORK_OF_ART,phd
LANGUAGE,arabic
WORK_OF_ART,something”
EVENT,texas renaissance festival
LAW,trump people
QUANTITY,10 feet
QUANTITY,a mile
WORK_OF_ART,fb page
WORK_OF_ART,inside edition
MONEY,6
LOC,europe
QUANTITY,the cemetery 6 feet
WORK_OF_ART,hahahaha
WORK_OF_ART,star wars
LOC,europe
FAC,every alpha male
LOC,fantastic
LOC,eastern europe
MONEY,trumptrain
FAC,francis hendry samaria
PRODUCT,grab
LOC,europe
LAW,the guacamole bowl
QUANTITY,tons
MONEY,39 billion reichsmark
MONEY,opkkk
LOC,le pen
MONEY,500
WORK_OF_ART,love
MONEY,sjw
WORK_OF_ART,you misogynistic racist xenophobic bigot
LOC,europe
LOC,europe
LOC,europe
MONEY,votetrump
WORK_OF_ART,sad
MONEY,godemperortrumpfuckedmybitch
WORK_OF_ART,bible
LOC,quaran
MONEY,gaysfortrump
LOC,earth
WORK_OF_ART,we love
WORK_OF_ART,the holocaust
MONEY,dicksout
WORK_OF_ART,amber burden da you
MONEY,neverhillary
LOC,south america
WORK_OF_ART,can't stump the trump
MONEY,billions of tax dollars
MONEY,$50 dollar
MONEY,20
FAC,trump
LAW,constitution
MONEY,2
FAC,mosques
FAC,ata sevdi hoşnaz tuğral
PRODUCT,my papa
LAW,inquisition
LOC,disdainus maximus
LANGUAGE,french
LOC,mcdo
LANGUAGE,arabic
PRODUCT,the kool aid
PRODUCT,diet coke
MONEY,7.80
LOC,the middle east
LOC,nippled america
WORK_OF_ART,a true underdog story
MONEY,gerexit
QUANTITY,a mile
MONEY,under $1m
WORK_OF_ART,enrage
LOC,med
QUANTITY,ten feet
LANGUAGE,english
LOC,south east
LANGUAGE,english
LANGUAGE,english
WORK_OF_ART,cyrodiil
WORK_OF_ART,the deplorables
LANGUAGE,french
MONEY,700 billions $
LOC,earth
LOC,ruin america
LOC,lizards
LOC,west
LOC,europe
LOC,europe
LOC,europe
WORK_OF_ART,grammy
LAW,tagla
WORK_OF_ART,fb and twitter
LOC,allright
MONEY,thoushallnotstump
MONEY,canadaday
EVENT,independence day
LANGUAGE,english
MONEY,thewalljustgot10fthigher
LOC,mediterranean
WORK_OF_ART,purge the anime nerds.
LAW,civilization outranks islam
MONEY,12
PRODUCT,hilo
PRODUCT,victor
MONEY,faceboot
MONEY,#notmypresident #
LOC,latin america
EVENT,st. nicholaus day
WORK_OF_ART,the art of the deal
WORK_OF_ART,natural selection'
LOC,the great lakes
MONEY,twelve thousand bucks
WORK_OF_ART,dynasty
WORK_OF_ART,do  i look like
EVENT,america great
MONEY,a million dollars
FAC,f*k
LOC,europe
WORK_OF_ART,degenerates for hillery
LOC,the middle east
FAC,the boulevard of broken dreams
MONEY,dicksoutforharambe
MONEY,trump
MONEY,trump2016
WORK_OF_ART,another watt for every impure thought
PRODUCT,he kiss me
EVENT,twitter
MONEY,15
MONEY,maga
MONEY,$50 billion
PRODUCT,jimmy
PRODUCT,cole
FAC,j street
FAC,the fort hood
WORK_OF_ART,the global muslim brotherhood watch
MONEY,20
WORK_OF_ART,b.o.
LAW,constitution
PRODUCT,lmao merry christmas
WORK_OF_ART,batman
PRODUCT,majesty
LOC,europe
MONEY,2.50
MONEY,5.00
MONEY,another $5
LANGUAGE,english
PRODUCT,tristan laytonisobella crews ferguson
WORK_OF_ART,news
FAC,the golden temple
LOC,michalis christou
LOC,europe
MONEY,angela merkel
MONEY,3.75
QUANTITY,like one feet
QUANTITY,zero meters
WORK_OF_ART,hahahaha
QUANTITY,just a few miles
MONEY,#illary #
LAW,the civil rights act
LOC,frog
MONEY,1
MONEY,60k
MONEY,60k
LOC,europe
FAC,white male
LOC,eastern europe
LOC,northern europe
LOC,europe
LAW,constitution
MONEY,dicksout
MONEY,year pence
PRODUCT,brick
FAC,jurassic park's
FAC,sniper
PRODUCT,a shield wall
LOC,north west
MONEY,nochillary
MONEY,well over $700 million
LOC,europe
MONEY,feelthebern
LOC,the middle east
LOC,the middle east
LOC,the middle east
EVENT,new years
MONEY,oh and 100 million dollars
QUANTITY,10 feet
QUANTITY,40 degrees
MONEY,trump2016
LAW,separation
LOC,earth
LOC,snowball earth
MONEY,100 000
PRODUCT,quran
LOC,earth
PRODUCT,schlender
MONEY,6$
FAC,niranjan raikar saints row 3 presidency
LANGUAGE,english
MONEY,ctrl+v x 666
PRODUCT,cole
WORK_OF_ART,conservative
WORK_OF_ART,cry
LOC,east
LANGUAGE,english
FAC,the imperial mane
WORK_OF_ART,star wars
WORK_OF_ART,star wars
WORK_OF_ART,1 turn
WORK_OF_ART,hahahaha
QUANTITY,a ton
LAW,sharia
WORK_OF_ART,sharia
FAC,the great wall
LAW,constitution
LOC,hillarys america
WORK_OF_ART,soul calibur
EVENT,hugo
MONEY,####
FAC,trump tower
MONEY,trumppence2016
LOC,️☝
PRODUCT,cole hall fhjashjdsahjsafdhjhdsahj super
MONEY,only $19.99
LOC,kardashian's
MONEY,savehuma
LOC,jonathan chan
PRODUCT,canadas pm
LOC,south
MONEY,crookedhillary
LOC,tristan julian shaw
PRODUCT,guillermo me af
WORK_OF_ART,cultural marxism
WORK_OF_ART,the fuck
LOC,the dead sea
WORK_OF_ART,the special olympics
LOC,the middle east
MONEY,maga
LOC,eastern oklahoma
WORK_OF_ART,“walking eagle"
MONEY,de
LOC,africa
LOC,north america
LOC,earth moon
MONEY,maga
MONEY,50 dollars
MONEY,50 dollars
WORK_OF_ART,left
WORK_OF_ART,hahahaha
LOC,americas
FAC,peigné eugénie peigné
LOC,earth
LOC,mars
LAW,article 9 of their constitution
WORK_OF_ART,the reliable ultimate man for president(#trump
LOC,americas
LANGUAGE,english
LOC,kek
EVENT,katrina
MONEY,deplorablebasterds
MONEY,necrocrat2016
MONEY,#maketheworldgreatagain
LANGUAGE,english
QUANTITY,another 10 feet
LOC,fuck america
WORK_OF_ART,yup.
MONEY,trump2016
PRODUCT,otis tyrone mckane
LANGUAGE,french
MONEY,truism
FAC,feed
MONEY,10
MONEY,about $2600
MONEY,about $16.25/hour
MONEY,around $15/hr
FAC,wa
WORK_OF_ART,star trek
MONEY,only $15
LOC,blazing saddles
QUANTITY,3 mins
LAW,constitution
LOC,europe
LOC,the art of the deal
LOC,europe
WORK_OF_ART,abwrackprämie
WORK_OF_ART,hahahaha
LOC,mount rushmore
PRODUCT,diet coke
LOC,the vast alt-right conspiracy
MONEY,$5 billion
WORK_OF_ART,sharia
WORK_OF_ART,hahahaha
MONEY,2 cents
FAC,kebab
MONEY,2016
MONEY,getrekt
MONEY,6 000 000
EVENT,civil war
MONEY,cthulu2016
WORK_OF_ART,knew too much
FAC,the white house
FAC,the white house
PRODUCT,ed209
WORK_OF_ART,hahahaha
LOC,schultz
QUANTITY,gram
MONEY,the billion dollars
LOC,the san bernardino
LOC,everest
QUANTITY,tons
MONEY,mediasnexttrumplie
LOC,jimmy kimmel
WORK_OF_ART,hahahaha
WORK_OF_ART,"independence day"
EVENT,illegal immigration"
FAC,the dark gods
MONEY,maga
MONEY,#thisicommand #
EVENT,the bosnian civil war
QUANTITY,100 feet
LOC,europe
LOC,europe
QUANTITY,a good
QUANTITY,fifteen degrees
LANGUAGE,english
LOC,petreus
MONEY,400
WORK_OF_ART,batman
MONEY,200 000
LOC,earth
LAW,the 2nd amendment
PRODUCT,kathy
MONEY,over 100 million dollars
MONEY,peperocks
EVENT,le moerr oh gott
FAC,wall
LAW,the meme scientist
QUANTITY,300
MONEY,2
QUANTITY,2.3
LOC,estados comunistas
MONEY,1 7
LAW,bolsonaro 2018
WORK_OF_ART,the mad man
PRODUCT,facehugger
MONEY,trump
LANGUAGE,roseanne
LOC,captain america
MONEY,44 dollars
MONEY,#lockherup
PRODUCT,9000
WORK_OF_ART,star trek tos
LOC,earth
LOC,this planet earth
MONEY,15 bucks
MONEY,15 bucks
MONEY,1.99
WORK_OF_ART,farhud: roots of the arab-nazi alliance
WORK_OF_ART,holocaust
LOC,drumpf
MONEY,maga
WORK_OF_ART,heket
LOC,europe
LOC,kek
LOC,europe
LAW,second amendment
MONEY,igrabpussytoo
LOC,the middle east
MONEY,a billion dollars
MONEY,#buildthatwall
PRODUCT,jimmy
MONEY,brexit
MONEY,brexit
LOC,make america
LOC,latin america
LOC,europe
LOC,west
LOC,west
LOC,europe
WORK_OF_ART,the treaty of maastricht
PRODUCT,cankles
WORK_OF_ART,the glory of the emperor
EVENT,holocaust
QUANTITY,at least a dozen examples
LOC,earth
WORK_OF_ART,"mad dog" mattis or what?
QUANTITY,10 feet
WORK_OF_ART,the wedding crasher
WORK_OF_ART,ape
LOC,kek
QUANTITY,5km
MONEY,400
MONEY,90
LOC,crook
PRODUCT,grandpa
LOC,west
LAW,the 2nd amendment
PRODUCT,rasusyafiq firdaus
EVENT,gloria vm
LOC,western europe
PRODUCT,ataturk
MONEY,trump2016
MONEY,##
LAW,the first amendment
MONEY,1
PRODUCT,coyote
FAC,tristan bridge
LOC,europe
LOC,europa
LOC,the middle east
LOC,the middle east
MONEY,ripharambe
LOC,europe
LOC,the west coast
LOC,new england
MONEY,#mediasnexttrumplie #
PRODUCT,appleyardjohn
PRODUCT,lumbsheldon clarkecian moynihanciaran hegartysimon naylorcraig smith
LOC,upper midwest
MONEY,#3
FAC,teycheney alexandre
PRODUCT,f o l k s
MONEY,1
QUANTITY,a half mile
LAW,world domination act
WORK_OF_ART,terran security act
LAW,galactic crusade act
WORK_OF_ART,the face of ted in the eldar
LOC,project veritas
PRODUCT,i - iv
FAC,wh40k
MONEY,obamalovestrump
QUANTITY,three
MONEY,lockherup
FAC,voteguilty
WORK_OF_ART,the false song of globalism
MONEY,over a million dollars
PRODUCT,budweiser
LOC,mart'in
WORK_OF_ART,the land of innovation and pushing the limits of science
MONEY,bensstory
FAC,the alt-right
PRODUCT,term limits
LOC,europe
WORK_OF_ART,hahahaha
MONEY,0.01
LAW,"whoever willfully
PRODUCT,abc fox
PRODUCT,esteban
LOC,africa
QUANTITY,100 ft
LOC,south
WORK_OF_ART,playboy
WORK_OF_ART,or your mother will get run over by the truck of tolerance
LOC,the bay area
LOC,san andreas
LOC,europe
PRODUCT,global agenda
LOC,western europe
MONEY,maga
MONEY,30+
PRODUCT,jessica
LANGUAGE,french
FAC,the white house
MONEY,trump2016
MONEY,maga
MONEY,#trump2016 #
PRODUCT,sjw
MONEY,10 dollars
WORK_OF_ART,drumpf
MONEY,150 000$
PRODUCT,cole benacquista
WORK_OF_ART,dear white people
FAC,trumptv
EVENT,the meme war
WORK_OF_ART,trumpians
LOC,hope
PRODUCT,f-u
FAC,trumps feet
MONEY,$1.14 billion
WORK_OF_ART,the animal" bautista
LOC,συγκίνηση. απιστευτη
MONEY,0.13
LOC,guantanamo bay
MONEY,trump
WORK_OF_ART,maple fever
WORK_OF_ART,the clap
QUANTITY,one
LOC,eastern europe
WORK_OF_ART,hahahaha
QUANTITY,20 feet
LOC,europe
FAC,rhineland-palatine
QUANTITY,50km(31 miles
LANGUAGE,english
MONEY,1
MONEY,#sophiescholl #
WORK_OF_ART,whiterose
WORK_OF_ART,guys alt right
MONEY,dicksout
MONEY,around $
MONEY,3700
PRODUCT,pride
MONEY,2016trump
MONEY,hesmypresident
LOC,silicon valley
LAW,the fair housing act
LOC,europe
PRODUCT,plaza
WORK_OF_ART,trump
EVENT,first week
FAC,stick
WORK_OF_ART,the wall
MONEY,4
MONEY,38 cents
QUANTITY,ten feet higher
LOC,west
WORK_OF_ART,one
WORK_OF_ART,read this
MONEY,about $13 million
MONEY,cherryforpm
PRODUCT,google
MONEY,mypresident
QUANTITY,10 feet
LAW,sharia
WORK_OF_ART,sharia
WORK_OF_ART,hahahaha
WORK_OF_ART,assblasters get full capacitors
WORK_OF_ART,“
WORK_OF_ART,“inside the white house
WORK_OF_ART,american evita
EVENT,thanksgiving
WORK_OF_ART,american evita
WORK_OF_ART,the first partner”
WORK_OF_ART,bible
LOC,the middle east
LOC,the middle east
MONEY,#rip #
MONEY,#unitedwestand
MONEY,trump2016
MONEY,maga
QUANTITY,81 degrees
LOC,europe
PRODUCT,windows
LOC,europe
MONEY,$5 dollar
PRODUCT,numales
QUANTITY,ten feet
EVENT,the cold war
MONEY,dicksoutforharambe
LANGUAGE,english
WORK_OF_ART,a declaration of war on facebook
WORK_OF_ART,quick  ban the thinking!
FAC,oj simpson
LOC,flint michigan
FAC,mic
MONEY,maga
EVENT,watergate
MONEY,grabamericabythepussy
WORK_OF_ART,'freedom'
MONEY,hillaryforprison2016
WORK_OF_ART,ghostbusters
PRODUCT,mooslime
PRODUCT,jimmy
WORK_OF_ART,genius
LOC,atlantic
WORK_OF_ART,special forces
FAC,sharia
WORK_OF_ART,sad frog man
LOC,western europe
WORK_OF_ART,the "gang of ape
FAC,caitlyn jenner
WORK_OF_ART,dear miley cyrus
LAW,the "trump tapes"
MONEY,$25 million
LOC,nyc
EVENT,holocaust
QUANTITY,ten feet
LOC,kek
LOC,south
LOC,earth
MONEY,300-350 million
QUANTITY,2 meters
WORK_OF_ART,alt-hitlers
LOC,brutality sad
LOC,island
LAW,the southern christian leadership conference
QUANTITY,a ton
WORK_OF_ART,alt right
FAC,canada - riiiiiight
EVENT,sellout a revolution
LANGUAGE,farsi
LOC,latin america
MONEY,#maga #bolsonaro2018
FAC,guantanamo
LANGUAGE,english
LOC,siberia
WORK_OF_ART,nobel
MONEY,56 plus billion
LOC,europe
QUANTITY,30 pounds
MONEY,about pence
MONEY,#magaforever
MONEY,#magaunited #
LOC,the black sea
LOC,make america
MONEY,a million dollars
FAC,career
WORK_OF_ART,deplorables
QUANTITY,ten feet
MONEY,emperorsminions
MONEY,voteguilty
